Name^|mobile^|id^|address^|weight
梁詮家^|0918871061^|M170114083^|苗栗縣頭份市尖下321號7樓^|61
盧罡慧^|0916546858^|Q178234049^|高雄市鳳山區鎮東路230號10樓^|60
韓家信^|0922382340^|E283588566^|新北市汐止區福德一路279號17樓^|67
上官藝雅^|0970811015^|N267684435^|臺北市大安區忠孝東路４段223巷342號2樓^|93
戴源^|0914811061^|A120600221^|臺南市新市區復興路152號7樓^|121
龔嬿清^|0934465852^|X280371312^|新北市坪林區下坑子口294號4樓^|108
胡慧湘^|0911571170^|U185848566^|臺中市大甲區東西六路１段33巷395號13樓^|9
謝明向^|0915435253^|R204827264^|南投縣竹山鎮下橫街378號7樓^|44
尤彥丞^|0954745302^|N247633423^|臺北市信義區忠孝東路４段301號6樓^|31
蕭志智^|0955567818^|Z130871635^|高雄市前金區自強一路96號22樓^|2
文豪威^|0954026014^|N111415402^|桃園市觀音區福二街29號13樓^|3
鄭柔文^|0954012453^|N253773705^|桃園市中壢區華美一路287號18樓^|48
高秀千^|0970333207^|U261841763^|高雄市楠梓區和光街333號19樓^|18
景方彥^|0929283506^|Y176880405^|彰化縣大村鄉中正西路404號10樓^|54
葉芬華^|0939227418^|M173675154^|新北市三峽區成福路318號8樓^|67
毛思若^|0923328312^|W261567238^|桃園市新屋區民有三路392號17樓^|115
從立伸^|0921002077^|S228284422^|臺中市沙鹿區英才路9號14樓^|3
戚容珮^|0958234710^|P163818032^|臺中市豐原區成功路37號5樓^|19
淩耕巧^|0986735500^|L154166504^|高雄市前金區市中一路446號4樓^|110
袁涵光^|0932806156^|M140724231^|臺南市永康區興國街370號11樓^|114
周盈聰^|0921833226^|I285567634^|雲林縣二崙鄉湳子路223號17樓^|2
施茜元^|0987401870^|Z243064619^|嘉義市西區興達路37號5樓^|44
翁振俞^|0915488360^|A288365452^|新竹縣湖口鄉工業二路211號19樓^|66
錢宛興^|0912477067^|R288702548^|宜蘭縣羅東鎮南昌東街396號24樓^|85
陳盈士^|0924422858^|G238118865^|臺南市永康區成功路366號17樓^|6
廖仲思^|0924800125^|Q167024162^|高雄市左營區勝利路86號15樓^|51
焦薇真^|0934157007^|V210726110^|臺南市永康區大灣路40巷496號10樓^|40
葉可^|0958801084^|A261312724^|南投縣南投市光榮南路一街375號13樓^|48
徐婕叡^|0958020332^|V203586231^|臺南市永康區永大路３段469巷120號15樓^|52
盧柏亞^|0968435826^|V255546703^|南投縣埔里鎮籃城一巷4號4樓^|89
燕俊奕^|0960747702^|J108431006^|臺中市清水區港埠路４段196號19樓^|6
程婉湘^|0953631074^|U125766258^|屏東縣滿州鄉分水嶺路473號18樓^|111
黃嘉文^|0972161177^|E172282079^|臺中市太平區山田路389號14樓^|52
簡明婷^|0918561027^|R168831055^|嘉義縣梅山鄉大片田204號^|53
陶德佩^|0960442736^|V226660865^|臺南市關廟區長裕街85號20樓^|13
孫純麒^|0986460330^|D235704875^|新北市新店區桃李一路446號4樓^|33
毛志佩^|0937513583^|G255373324^|金門縣金城鎮金城新莊384號11樓^|63
喬曉伶^|0910023650^|V163176713^|新竹市香山區中華路５段145號16樓^|91
仇雨承^|0927105150^|P204017408^|高雄市鳳山區五常街420號19樓^|62
曹安思^|0928767385^|P204731243^|高雄市彌陀區自力路258號5樓^|44
符豪懿^|0933722285^|D286560078^|屏東縣東港鎮長春路298號10樓^|88
謝國^|0929044368^|Y136463233^|臺中市南屯區五權五街214號20樓^|37
梁坤宏^|0912420706^|J271215847^|臺中市霧峰區民生路八德巷414號18樓^|8
謝昆芬^|0910102276^|X257237832^|新北市中和區建六路407號9樓^|8
黃書慧^|0988802650^|E132683636^|臺中市北區國豐街324號17樓^|81
熊惠珊^|0954714786^|P244554382^|臺南市東區文化二街353號14樓^|119
謝蓁宇^|0926528506^|L228415609^|花蓮縣壽豐鄉仁愛街１段244號9樓^|30
黎珮欣^|0930176064^|N130608043^|臺南市仁德區勝利路471號21樓^|88
吳慧明^|0931017673^|T132266851^|臺東縣池上鄉新生路267號15樓^|20
浦燁智^|0954730175^|V217214444^|臺北市信義區永吉路295號14樓^|70
楊臨國^|0913160065^|P202760513^|嘉義市西區漢口路69號5樓^|65
康堯筑^|0972088166^|T116827550^|新北市深坑區大崙尾252號19樓^|37
吳君忠^|0914733258^|L231570566^|臺中市太平區長億六街394號21樓^|36
舒幸啟^|0913111406^|R141808561^|高雄市鳳山區頂新十街453號24樓^|75
齊之華^|0928817711^|Q250781430^|苗栗縣三灣鄉上雙坑449號18樓^|92
顧婷璟^|0928802753^|A222544880^|屏東縣滿州鄉南山路154號5樓^|71
簡凱梅^|0960588783^|S137238767^|高雄市旗山區日新街486號22樓^|116
魏毅瑋^|0918088023^|U104675832^|屏東縣潮州鎮壽福路419號14樓^|3
慕俐君^|0930807385^|D270856143^|屏東縣屏東市忠孝路73號4樓^|38
令狐帆蓁^|0914220774^|D155425533^|臺中市南屯區大墩十一街95號8樓^|41
謝家孟^|0963531466^|Q263785380^|宜蘭縣五結鄉成興路267號4樓^|55
邰華倢^|0988303606^|W127543612^|新北市新莊區中港路中慶巷68號17樓^|107
許欣賢^|0921033538^|B157064689^|雲林縣虎尾鎮文科路222號5樓^|68
楊霆鈺^|0968233287^|I233572301^|南投縣魚池鄉德化街367號23樓^|120
滕儒廷^|0923414552^|Q130257646^|桃園市桃園區民族路314號21樓^|16
鍾妮翰^|0956107067^|Y272653182^|高雄市前鎮區翠和街466號22樓^|27
房華智^|0954350124^|N157821782^|嘉義縣竹崎鄉朴子埔500號7樓^|68
浦祥芬^|0917167578^|P172711144^|雲林縣斗六市明德路62號2樓^|6
冷姿承^|0970707753^|G176660633^|臺南市南區萬年五街400巷301號^|98
賴天靜^|0914350760^|H201835034^|雲林縣北港鎮北辰路97號12樓^|112
盧倖信^|0933814858^|U254761429^|彰化縣花壇鄉鑛底巷234號5樓^|30
顏雲禮^|0938172144^|H247141800^|花蓮縣花蓮市順興路135號18樓^|117
向暐穎^|0926561184^|F113180719^|宜蘭縣五結鄉利工一路２段29號4樓^|111
葉錦耀^|0988700735^|P184347510^|臺北市大安區安居街95號24樓^|62
吳彥昇^|0924557551^|P204735803^|臺北市大安區和平東路３段303號17樓^|44
諸葛昱強^|0925764072^|R228061580^|高雄市前金區文武一街352號15樓^|36
謝娟文^|0955087006^|G247138035^|花蓮縣吉安鄉自立路354號15樓^|67
錢雅家^|0960187225^|B201541406^|臺中市太平區中山路１段163號^|79
壽希筠^|0923883534^|J185340324^|桃園市中壢區元化路194號11樓^|33
方之州^|0915404256^|K103636726^|臺北市中山區民生東路２段334號16樓^|58
昌弘政^|0923460270^|K256672810^|新北市三重區中正北路491號10樓^|14
古玲志^|0952310731^|L118724555^|臺南市東山區中興路288號11樓^|79
周柏宜^|0925627415^|G137484617^|桃園市楊梅區楊湖路３段255巷460號14樓^|24
侯宏曉^|0933230311^|B153315578^|彰化縣彰化市福成街294號7樓^|20
牛芬鈞^|0961256211^|X152125531^|雲林縣口湖鄉慈愛路355號14樓^|6
石毅芳^|0914120573^|I177840453^|屏東縣車城鄉中正路保同巷109號24樓^|86
葉巧紹^|0925341546^|C226532486^|雲林縣臺西鄉中山路420號2樓^|93
包豪雯^|0913034666^|C171721664^|彰化縣秀水鄉民意街307號22樓^|10
孫華豪^|0952417815^|V212374203^|宜蘭縣壯圍鄉廍後路173號5樓^|71
範耕豐^|0958263747^|J148437475^|屏東縣高樹鄉福田路339號18樓^|63
蒙玟凱^|0912560741^|M114060444^|桃園市龜山區建國東路245號6樓^|118
楊倩婷^|0986247647^|S233003206^|屏東縣九如鄉三和街111號18樓^|93
周文慶^|0924212677^|Y270316775^|臺南市將軍區仁巷254號24樓^|109
梁婷筑^|0919403306^|H223581142^|高雄市鳳山區鳳南路40號16樓^|55
廣心弘^|0930185277^|I133132154^|臺中市東區東英一街384號23樓^|104
汲怡曉^|0956875506^|Q278621562^|新北市三重區集英路33號4樓^|34
曹佳茹^|0968467173^|E260284654^|苗栗縣頭份市華美街24號8樓^|79
王婷乃^|0939158452^|Y244067078^|彰化縣和美鎮水源路1號18樓^|77
高志瑋^|0932502311^|M204842730^|苗栗縣竹南鎮文山街130號5樓^|31
房維竹^|0960511381^|P171752874^|苗栗縣銅鑼鄉新興路296號19樓^|115
沈奕家^|0988353885^|V113161584^|高雄市大寮區鳳林四路393號16樓^|44
強恩大^|0920204773^|U202207203^|南投縣名間鄉南雲路13號17樓^|121
林保哲^|0954052337^|F240686877^|桃園市八德區正福七街367號24樓^|22
計珊汝^|0988145676^|S268840888^|宜蘭縣蘇澳鎮中山路１段288號14樓^|47
沈育筠^|0963048218^|R177336161^|桃園市桃園區莊二街121號5樓^|21
楊茹郁^|0915812341^|B131352817^|臺北市大同區南京西路242號10樓^|36
舒明紹^|0928212022^|L250827660^|臺北市士林區忠誠路２段98巷356號10樓^|8
沈婷磊^|0954765550^|Q268034324^|嘉義縣東石鄉圍子內18號24樓^|27
曆筑淳^|0953530557^|D181576305^|新竹縣湖口鄉中山三街221號6樓^|14
任曉佑^|0917812465^|I188084425^|彰化縣溪湖鎮華中二街489號7樓^|78
邱佳寧^|0954856511^|H125176843^|桃園市龍潭區龍園八路284號5樓^|3
莘婷天^|0963470363^|C137154110^|臺北市松山區民生東路５段131號16樓^|59
盧宛倫^|0926217273^|G126175723^|澎湖縣馬公市光華149號13樓^|88
湯皓光^|0927521626^|D168572738^|臺東縣臺東市祥和路280號12樓^|118
曾杰嵐^|0925640018^|V265000376^|苗栗縣公館鄉北河413號5樓^|52
米昀則^|0912801848^|Q135207173^|彰化縣永靖鄉永昌街359號10樓^|27
汪信書^|0924347467^|I132371237^|屏東縣屏東市溪邊204號21樓^|20
蒙義鈞^|0931185073^|V255082008^|臺北市大同區南京西路25巷6之3號18樓^|91
林柏呈^|0982061273^|J270146129^|臺北市信義區吳興街152號7樓^|77
陽琴維^|0970378468^|H256246783^|彰化縣彰化市彰南路２段223號20樓^|16
潘諭任^|0927182521^|E124232232^|雲林縣斗六市正義六街283號22樓^|35
邰儀鳳^|0935225604^|K164780178^|高雄市三民區鼎金二橫巷267號23樓^|26
辛忻子^|0927431638^|Y234551152^|桃園市蘆竹區廟口375之3號16樓^|60
陸伊珮^|0958740118^|D725667463^|高雄市茄萣區濱海路２段332號2樓^|56
蔣伶鴻^|0928712602^|U207615607^|臺北市大安區復興南路１段135巷120號3樓^|22
雷謀育^|0961308188^|I238842719^|高雄市前鎮區公正路392號17樓^|6
劉耀玫^|0968718533^|G186874603^|嘉義縣梅山鄉梨子脚270號24樓^|36
龍宇^|0954847180^|P234031087^|屏東縣長治鄉復興路145號18樓^|67
懷範錡^|0938700833^|Z256633673^|桃園市大園區和平西路１段359號^|16
許絜嘉^|0923528745^|B153777836^|臺北市中正區臨沂街172號24樓^|105
吳光娟^|0936886143^|G135178385^|臺北市中正區重慶南路１段70號21樓^|115
鄭智樺^|0970316538^|D244668739^|屏東縣恆春鎮新厝路440號12樓^|39
桑尹陳^|0936024650^|V214582605^|新竹縣竹北市鳳岡路５段405號4樓^|87
路華怡^|0933870784^|S127443738^|臺南市永康區聖龍街17號22樓^|88
黎慶皖^|0936567318^|Z263357526^|嘉義縣朴子市小槺榔13號13樓^|14
李玫建^|0986266774^|R176124283^|桃園市中壢區莒光路173號10樓^|70
周潔嘉^|0918806655^|U237663620^|臺南市安南區北安一街104號4樓^|73
潘文賜^|0911411053^|U146841550^|臺北市信義區和平東路３段113號24樓^|83
羅力^|0970636251^|T157336443^|高雄市苓雅區惠安街469號9樓^|97
高玉雅^|0961457214^|H235076772^|臺北市大安區和平東路２段107巷164號13樓^|71
董方心^|0971461364^|E171250760^|桃園市中壢區仁美480號10樓^|26
陽杰柏^|0913202540^|F187258406^|高雄市苓雅區復興二路1號5樓^|110
周涵佩^|0982444521^|V202812072^|彰化縣線西鄉沿海路１段386號12樓^|3
賴萍信^|0960263123^|J280525169^|嘉義縣溪口鄉牛埔寮469號2樓^|12
杜奕志^|0931650163^|D145778821^|臺北市中正區詔安街463號24樓^|3
黃威可^|0954117044^|Z133145721^|臺北市信義區忠孝東路５段236巷171號24樓^|83
歐陽智暄^|0920156401^|N230223819^|桃園市觀音區二聖路259號13樓^|62
趙建郁^|0936668484^|D286751300^|臺南市柳營區東南七街132號9樓^|105
孟偉^|0982431551^|S136771423^|臺南市仁德區仁德五街115號14樓^|79
元郁海^|0925557674^|X103706857^|新北市板橋區中正路398號7樓^|104
洪盈翊^|0986151152^|G104686807^|高雄市左營區榮總路269號21樓^|11
聶美蕙^|0956134524^|B216051384^|桃園市桃園區同德三街255號5樓^|93
錢鈺佳^|0930887887^|F136375136^|屏東縣屏東市崇安街133號8樓^|61
通懷薪^|0986083860^|I200018730^|高雄市林園區半廍路226號21樓^|60
高慧璋^|0911784634^|D174745434^|臺南市北區和緯路５段183號^|80
丁靜凱^|0919007874^|D163500027^|南投縣竹山鎮林圯街1巷290號18樓^|56
胡欣明^|0923810332^|U105518461^|高雄市甲仙區林森路222號17樓^|3
黎玲煒^|0931641276^|D217382755^|臺中市北區忠明五街159號12樓^|54
郝尚景^|0929564070^|B230886432^|南投縣南投市同源路七街152號23樓^|17
向師宇^|0929150347^|M242604707^|南投縣水里鄉風埔路452號19樓^|96
梁人國^|0956218316^|Q240113822^|臺中市北屯區山西路２段208號14樓^|10
蔡育全^|0910523276^|Q127184812^|高雄市彌陀區仁愛街342號13樓^|57
白念建^|0970781063^|I143318559^|彰化縣溪湖鎮東興西街8號10樓^|97
張順倩^|0936437126^|Z164411607^|高雄市前鎮區復興新巷27號20樓^|26
伊會蘭^|0911238606^|T175756185^|臺中市烏日區中山路２段昌明巷442號^|17
馮竣蓓^|0932317346^|V248782815^|基隆市中正區和一路103號14樓^|16
胡致中^|0952161774^|V231543826^|宜蘭縣蘇澳鎮海山西路247號13樓^|86
紀思永^|0939133701^|Y180548269^|桃園市大園區五福路234號3樓^|35
仇宛文^|0986338438^|T101482361^|花蓮縣吉安鄉吉昌一街426號8樓^|42
劉名奎^|0914640604^|V153427525^|新北市泰山區壽山路42號9樓^|76
董彬瑜^|0930072713^|V733663321^|嘉義縣布袋鎮新北五街472號5樓^|27
廉思仁^|0932406437^|N134168871^|彰化縣秀水鄉三越街435號22樓^|5
潘鎮永^|0914742868^|N121510334^|臺中市龍井區遊園南路270巷318號^|117
曾傑生^|0910864357^|L237508788^|雲林縣麥寮鄉公園路488號20樓^|32
陳一明^|0961431157^|C167857348^|花蓮縣花蓮市福德三街305號9樓^|82
從婷瑜^|0939806357^|E165341625^|花蓮縣壽豐鄉新站390號15樓^|34
曹宏偉^|0927116814^|P147563354^|彰化縣埤頭鄉中華路308號^|6
畢祥雅^|0910846463^|I120454249^|桃園市大園區科三街147號3樓^|12
黃憲玉^|0939557707^|A171722230^|高雄市苓雅區同慶路312號24樓^|55
梁華文^|0988507245^|Z133658116^|桃園市中壢區吉利六街143號8樓^|59
昌宥智^|0920852282^|D230216629^|新北市烏來區卡拉模基209號8樓^|45
吳渼璘^|0916360174^|Y131526520^|高雄市大寮區新生街111號2樓^|26
趙琳仕^|0936556285^|V245026721^|高雄市湖內區中正路２段72號18樓^|79
鍾志世^|0953566488^|V126148415^|高雄市大寮區瑞祥街332號2樓^|113
邱儒翔^|0953868155^|P136322383^|新北市中和區中興街454號14樓^|106
周穎伶^|0922334510^|J263823433^|臺北市內湖區行忠路31號8樓^|48
強婉婷^|0912003207^|N107358163^|臺北市松山區寶清街179號19樓^|104
沈明心^|0939606577^|V116843207^|臺北市內湖區新湖二路399號10樓^|106
宗寧長^|0911321866^|M283456378^|桃園市中壢區龍興路134號10樓^|26
蒼澤漢^|0930274261^|N101850766^|高雄市仁武區大春二街386號19樓^|118
施慧如^|0956435768^|B231387625^|新北市中和區莒光路101號19樓^|53
劉玉如^|0913601374^|F225243018^|高雄市小港區崇本街220號5樓^|21
許貴樵^|0918371505^|E171066375^|臺北市內湖區星雲街119號9樓^|9
董軒舜^|0936672004^|K284526369^|桃園市龜山區科技三路191號20樓^|79
伊佳宏^|0917612030^|A280488823^|臺北市中山區吉林路343巷227號14樓^|60
周博詠^|0955334754^|H100388829^|臺北市大安區敦化南路２段400號15樓^|53
王尚齊^|0935560305^|U155825706^|桃園市中壢區新中北路158號11樓^|33
阮建^|0921677344^|Y143884804^|屏東縣屏東市公勤二街71之2號7樓^|13
林孟維^|0922570544^|I141223468^|彰化縣埔心鄉柳橋東路341號17樓^|59
艾彥亞^|0922735056^|L232763001^|高雄市茄萣區崎漏一街322號2樓^|118
韓嘉祥^|0952410575^|B222203189^|桃園市桃園區春日路392號10樓^|119
孫儀^|0958285738^|K203155700^|新北市新莊區瓊林南路81號^|12
淩仲豪^|0911767265^|Z268758050^|屏東縣高樹鄉永豐巷102號9樓^|57
蔚彥郎^|0915503086^|W140602801^|高雄市三民區博仁街33號22樓^|84
豐振重^|0972054072^|Y218430425^|南投縣魚池鄉碧山巷486號8樓^|47
何涵景^|0952667812^|G151711004^|臺南市永康區國聖街83號11樓^|69
歐婷凱^|0910472738^|Q106700021^|彰化縣伸港鄉東全路175號4樓^|90
朱曉國^|0960375828^|B234516280^|花蓮縣吉安鄉南海十五街36號19樓^|40
葉安理^|0932557723^|P136466175^|臺中市西屯區臺灣大道３段255號18樓^|52
郭世惠^|0952127485^|V242831784^|金門縣金湖鎮復興路30之2號6樓^|73
童琪涵^|0922220520^|S138068429^|彰化縣竹塘鄉信義街177號3樓^|111
懷維政^|0958723203^|H140407885^|臺中市北屯區昌平路２段金谷巷472號19樓^|13
邰健卿^|0930703313^|K257835133^|桃園市大園區中華路215號13樓^|110
強潔玲^|0913634244^|I140334015^|彰化縣溪州鄉溪厝村太平路203號2樓^|2
蕭雲修^|0926130554^|N163162347^|宜蘭縣三星鄉大隱八路26號10樓^|60
嚴偉秀^|0919668345^|P147421477^|桃園市桃園區德壽二街302號21樓^|44
曆青尚^|0960476244^|B251852507^|臺中市西屯區中清路154巷54弄22號23樓^|56
丁如志^|0961530056^|U232434101^|桃園市八德區東泰新村368號8樓^|89
王宇文^|0924645302^|L283624259^|新竹縣尖石鄉泰崗141號18樓^|55
吳周揚^|0968210661^|S151016576^|桃園市蘆竹區光明路２段光明巷349號^|111
羅庭尚^|0986503374^|N784441130^|臺中市北屯區山西中街446號3樓^|95
趙睦群^|0919617755^|L220312067^|臺南市新化區竹子腳411號23樓^|44
公宴雅^|0923515886^|R174285229^|彰化縣彰化市三竹路118號9樓^|73
易聖靜^|0956652553^|C275301722^|新北市三重區仁勇街498號14樓^|87
杜穎信^|0986301331^|I110748609^|南投縣集集鎮民生東路2巷200號17樓^|56
康昱娟^|0916562114^|P253074726^|南投縣埔里鎮鯉魚一巷157號15樓^|107
文柔安^|0988856523^|D245561122^|高雄市三民區九如一路139號3樓^|103
劉茹奕^|0934165786^|B204834739^|高雄市彌陀區淵仔塭288號7樓^|80
習中廷^|0971770875^|X185575836^|高雄市橋頭區林頭路自立巷46號^|112
戴瓊淳^|0934615878^|F171780433^|臺南市東區崇德十一街325號15樓^|112
燕萍銘^|0968620572^|L264102747^|雲林縣口湖鄉中和路394號20樓^|65
林章華^|0916217604^|I156481454^|臺南市新化區崙子頂451號11樓^|91
烏志愛^|0929121080^|M215274604^|屏東縣萬丹鄉大順路390號22樓^|70
計柏晏^|0935057652^|C266512039^|高雄市三民區仁愛一巷232號3樓^|13
江恬映^|0911601123^|J141738522^|臺北市文山區興隆路２段441號6樓^|107
宋淑瑜^|0988110026^|W244585401^|臺中市太平區中平路順昌巷496號17樓^|110
田威雯^|0971877241^|R285146155^|臺南市中西區五妃街482號23樓^|115
文凱璋^|0915432471^|X274860755^|臺南市安南區顯宮二街227號14樓^|28
艾萍孝^|0916585585^|R261331009^|新竹縣竹北市新社164號16樓^|60
陳芳純^|0912424547^|F276151809^|臺中市大肚區沙田路１段391號21樓^|36
景鼎鶯^|0972007582^|S264271047^|高雄市前鎮區衙平三街361號19樓^|4
石杰齡^|0970647724^|T186214376^|臺東縣臺東市文心街265號12樓^|118
賴泓燕^|0912440768^|E288675331^|桃園市中壢區永泰路361號11樓^|109
衛英雯^|0926100687^|Q162736587^|臺北市萬華區環河南路２段329號7樓^|34
簡維鎮^|0920850057^|G203471680^|臺南市歸仁區中正十街138號14樓^|83
胡威勤^|0926168223^|T204156824^|苗栗縣泰安鄉高熊卡106號22樓^|113
孫宜萍^|0920616458^|A275550018^|臺中市外埔區甲后路新城六巷446號20樓^|51
連美瑤^|0912768053^|J172674053^|高雄市梓官區大舍西路295號8樓^|71
錢葦文^|0953727355^|T188263617^|臺南市南區夏林路320號3樓^|11
林婷芷^|0982282303^|R157522063^|彰化縣溪湖鎮東興西街234號22樓^|32
楊永敏^|0914851301^|J202717830^|屏東縣車城鄉北門路94號2樓^|34
歐汶岷^|0968831303^|U202480373^|臺北市中山區錦州街107號9樓^|76
趙傑真^|0912010386^|M110682828^|嘉義市西區賢達路478號14樓^|102
燕勛^|0924472873^|X215376370^|南投縣南投市光華十路402號14樓^|19
張欣庭^|0958614333^|W236736387^|臺南市六甲區菁埔寮210號5樓^|61
珠聖銘^|0924514325^|U287566112^|高雄市美濃區復興街２段193號16樓^|104
周立俊^|0920881205^|N152083148^|高雄市仁武區京吉五路366號9樓^|5
柏呈宜^|0929776860^|Z126571186^|臺北市大同區哈密街70巷176號5樓^|54
陶宜緯^|0937726211^|Y221633350^|雲林縣虎尾鎮下溪495號17樓^|49
阮青世^|0953875768^|K223704665^|高雄市前鎮區嘉陵街194號22樓^|115
楊方琪^|0963614770^|P111588812^|屏東縣長治鄉復興路191號24樓^|7
莊心彰^|0919450107^|R122872014^|新竹市北區東大路２段497號13樓^|55
呂妍雪^|0924214850^|F236167556^|彰化縣和美鎮仁川路334號5樓^|16
慕啟鎧^|0912827164^|R252647781^|屏東縣內埔鄉大同路３段130號22樓^|89
衡君瑋^|0954155061^|Z253286841^|臺中市豐原區永康路264號15樓^|29
束鳴揚^|0931255777^|U124340125^|桃園市桃園區同安街149號20樓^|102
曹千宜^|0956737883^|Q254846209^|桃園市龜山區文光街282號6樓^|120
顏宏任^|0931356311^|D214611615^|臺中市東區三賢街350號15樓^|63
呂瑾瑜^|0954711024^|N105544072^|彰化縣線西鄉線伸路110號23樓^|22
邱麗俊^|0926831873^|P233557108^|彰化縣溪湖鎮富麗街235號10樓^|14
郭伶茹^|0968172018^|M208533867^|屏東縣恆春鎮砂島路296號11樓^|67
辛上典^|0922538413^|K213628425^|高雄市大寮區大明街120號22樓^|4
東如駿^|0933175254^|J146426643^|新竹縣竹北市隘口八街271號^|69
毛釆騰^|0933645155^|E187513429^|彰化縣大村鄉松槐路105號18樓^|115
聶仲文^|0922760603^|R264576608^|臺中市西區民生路293號^|120
高玉倫^|0921761747^|G136665074^|花蓮縣吉安鄉福昌路１段204號7樓^|25
莊芳韋^|0915238344^|S266885656^|新北市新店區國校路461號17樓^|110
包培羽^|0982500658^|J268183185^|宜蘭縣宜蘭市農權路449號4樓^|37
席涵馨^|0952888260^|M138654340^|雲林縣斗南鎮義和一路237號5樓^|121
梁正珊^|0935330835^|T231016742^|高雄市三民區清華街369號5樓^|79
鳳菁藝^|0931446252^|R238267601^|臺中市烏日區大同十街136號11樓^|12
柯渝翔^|0914485146^|Q266430346^|嘉義縣番路鄉火燒寮391號12樓^|15
